original,disfluent,tokenized_disfluent,tokenized_fluent,disfluent_sentence,fluent_tokens,disfluent_tokens,annotations,disfl_type,degree,label
What cells cant act independently,What cells can act no no I mean cant act independently,"['What', 'cells', 'can', 'act', 'no', 'no', 'I', 'mean', 'cant', 'act', 'independently']","['What', 'cells', 'cant', 'act', 'independently']",When did Warsaw become the capital of What cells cant act independently,"['What', 'cells', 'cant', 'act', 'independently']","['When', 'did', 'Warsaw', 'become', 'the', 'capital', 'of', 'What', 'cells', 'cant', 'act', 'independently']","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
When did the university start having a bachelors degree program in theater  performance studies,When did the building oops university start having a bachelors degree program in theater  performance studies,"['When', 'did', 'the', 'building', 'oops', 'university', 'start', 'having', 'a', 'bachelors', 'degree', 'program', 'in', 'theater', 'performance', 'studies']","['When', 'did', 'the', 'university', 'start', 'having', 'a', 'bachelors', 'degree', 'program', 'in', 'theater', 'performance', 'studies']",What alumni was also When did the university start having a bachelors degree program in theater performance studies,"['When', 'did', 'the', 'university', 'start', 'having', 'a', 'bachelors', 'degree', 'program', 'in', 'theater', 'performance', 'studies']","['What', 'alumni', 'was', 'also', 'When', 'did', 'the', 'university', 'start', 'having', 'a', 'bachelors', 'degree', 'program', 'in', 'theater', 'performance', 'studies']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What compromises a large number of MSPs,What session is the Scottish Parliament in no no tell me what comprises a large number of MSPs,"['What', 'session', 'is', 'the', 'Scottish', 'Parliament', 'in', 'no', 'no', 'tell', 'me', 'what', 'comprises', 'a', 'large', 'number', 'of', 'MSPs']","['What', 'compromises', 'a', 'large', 'number', 'of', 'MSPs']",At what temperature do weak and What compromises a large number of MSPs,"['What', 'compromises', 'a', 'large', 'number', 'of', 'MSPs']","['At', 'what', 'temperature', 'do', 'weak', 'and', 'What', 'compromises', 'a', 'large', 'number', 'of', 'MSPs']","['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What did William Smith cross about 50 times,What did William Smith do in the US no no rather tell me what did he cross about 50 times,"['What', 'did', 'William', 'Smith', 'do', 'in', 'the', 'US', 'no', 'no', 'rather', 'tell', 'me', 'what', 'did', 'he', 'cross', 'about', '50', 'times']","['What', 'did', 'William', 'Smith', 'cross', 'about', '50', 'times']",In 1942 what was North What did William Smith cross about 50 times,"['What', 'did', 'William', 'Smith', 'cross', 'about', '50', 'times']","['In', '1942', 'what', 'was', 'North', 'What', 'did', 'William', 'Smith', 'cross', 'about', '50', 'times']","['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What does the US economic and social model have substantial levels of,What does the European actually the US economic and social model have substantial levels of,"['What', 'does', 'the', 'European', 'actually', 'the', 'US', 'economic', 'and', 'social', 'model', 'have', 'substantial', 'levels', 'of']","['What', 'does', 'the', 'US', 'economic', 'and', 'social', 'model', 'have', 'substantial', 'levels', 'of']",Who was the main detractor of What does the US economic and social model have substantial levels of,"['What', 'does', 'the', 'US', 'economic', 'and', 'social', 'model', 'have', 'substantial', 'levels', 'of']","['Who', 'was', 'the', 'main', 'detractor', 'of', 'What', 'does', 'the', 'US', 'economic', 'and', 'social', 'model', 'have', 'substantial', 'levels', 'of']","['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Other than T cells what other immune cells express CYP27B1,Other than T cells what other symbiotic relationships no the other immune cells express CYP27B1,"['Other', 'than', 'T', 'cells', 'what', 'other', 'symbiotic', 'relationships', 'no', 'the', 'other', 'immune', 'cells', 'express', 'CYP27B1']","['Other', 'than', 'T', 'cells', 'what', 'other', 'immune', 'cells', 'express', 'CYP27B1']",Who suggested that Other than T cells what other immune cells express CYP27B1,"['Other', 'than', 'T', 'cells', 'what', 'other', 'immune', 'cells', 'express', 'CYP27B1']","['Who', 'suggested', 'that', 'Other', 'than', 'T', 'cells', 'what', 'other', 'immune', 'cells', 'express', 'CYP27B1']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
When large groups of people all boycott a system or dont pay taxes it can be considered,What is or  when large groups of people all boycott a system or dont pay taxes it can be considered,"['What', 'is', 'or', 'when', 'large', 'groups', 'of', 'people', 'all', 'boycott', 'a', 'system', 'or', 'dont', 'pay', 'taxes', 'it', 'can', 'be', 'considered']","['When', 'large', 'groups', 'of', 'people', 'all', 'boycott', 'a', 'system', 'or', 'dont', 'pay', 'taxes', 'it', 'can', 'be', 'considered']",In what year When large groups of people all boycott a system or dont pay taxes it can be considered,"['When', 'large', 'groups', 'of', 'people', 'all', 'boycott', 'a', 'system', 'or', 'dont', 'pay', 'taxes', 'it', 'can', 'be', 'considered']","['In', 'what', 'year', 'When', 'large', 'groups', 'of', 'people', 'all', 'boycott', 'a', 'system', 'or', 'dont', 'pay', 'taxes', 'it', 'can', 'be', 'considered']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who do some tax agents want to make and impression on during an arrest,What do no I meant Who do some tax agents want to make and impression on during an arrest,"['What', 'do', 'no', 'I', 'meant', 'Who', 'do', 'some', 'tax', 'agents', 'want', 'to', 'make', 'and', 'impression', 'on', 'during', 'an', 'arrest']","['Who', 'do', 'some', 'tax', 'agents', 'want', 'to', 'make', 'and', 'impression', 'on', 'during', 'an', 'arrest']",How far apart are some of Who do some tax agents want to make and impression on during an arrest,"['Who', 'do', 'some', 'tax', 'agents', 'want', 'to', 'make', 'and', 'impression', 'on', 'during', 'an', 'arrest']","['How', 'far', 'apart', 'are', 'some', 'of', 'Who', 'do', 'some', 'tax', 'agents', 'want', 'to', 'make', 'and', 'impression', 'on', 'during', 'an', 'arrest']","['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Whose ideas did not become increasingly radical during his imprisonment,Whose activism or  ideas did not become increasingly radical during his imprisonment,"['Whose', 'activism', 'or', 'ideas', 'did', 'not', 'become', 'increasingly', 'radical', 'during', 'his', 'imprisonment']","['Whose', 'ideas', 'did', 'not', 'become', 'increasingly', 'radical', 'during', 'his', 'imprisonment']",What archdiocese is Warsaw Whose ideas did not become increasingly radical during his imprisonment,"['Whose', 'ideas', 'did', 'not', 'become', 'increasingly', 'radical', 'during', 'his', 'imprisonment']","['What', 'archdiocese', 'is', 'Warsaw', 'Whose', 'ideas', 'did', 'not', 'become', 'increasingly', 'radical', 'during', 'his', 'imprisonment']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who did the Mongols bring to Japan as administrators,Where in China or I mean actually who did the Mongols bring to Japan as administrators,"['Where', 'in', 'China', 'or', 'I', 'mean', 'actually', 'who', 'did', 'the', 'Mongols', 'bring', 'to', 'Japan', 'as', 'administrators']","['Who', 'did', 'the', 'Mongols', 'bring', 'to', 'Japan', 'as', 'administrators']",Where do predators spend Who did the Mongols bring to Japan as administrators,"['Who', 'did', 'the', 'Mongols', 'bring', 'to', 'Japan', 'as', 'administrators']","['Where', 'do', 'predators', 'spend', 'Who', 'did', 'the', 'Mongols', 'bring', 'to', 'Japan', 'as', 'administrators']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who refused to act until Loudoun disapproved plans,Who refused to act until Loudoun approved no instead disapproved plans,"['Who', 'refused', 'to', 'act', 'until', 'Loudoun', 'approved', 'no', 'instead', 'disapproved', 'plans']","['Who', 'refused', 'to', 'act', 'until', 'Loudoun', 'disapproved', 'plans']",What level of economic mobility does Who refused to act until Loudoun disapproved plans,"['Who', 'refused', 'to', 'act', 'until', 'Loudoun', 'disapproved', 'plans']","['What', 'level', 'of', 'economic', 'mobility', 'does', 'Who', 'refused', 'to', 'act', 'until', 'Loudoun', 'disapproved', 'plans']","['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
When were Shimer College students allowed to transfer to the University of Chicago,after which year were Shimer College students allowed to transfer to the University of Chicago,"['after', 'which', 'year', 'were', 'Shimer', 'College', 'students', 'allowed', 'to', 'transfer', 'to', 'the', 'University', 'of', 'Chicago']","['When', 'were', 'Shimer', 'College', 'students', 'allowed', 'to', 'transfer', 'to', 'the', 'University', 'of', 'Chicago']",What does the When were Shimer College students allowed to transfer to the University of Chicago,"['When', 'were', 'Shimer', 'College', 'students', 'allowed', 'to', 'transfer', 'to', 'the', 'University', 'of', 'Chicago']","['What', 'does', 'the', 'When', 'were', 'Shimer', 'College', 'students', 'allowed', 'to', 'transfer', 'to', 'the', 'University', 'of', 'Chicago']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How did Vaudreuil react when Johnson was seen as larger threat,Where did or no make that how did Vaudreuil react when Johnson was seen as a larger threat,"['Where', 'did', 'or', 'no', 'make', 'that', 'how', 'did', 'Vaudreuil', 'react', 'when', 'Johnson', 'was', 'seen', 'as', 'a', 'larger', 'threat']","['How', 'did', 'Vaudreuil', 'react', 'when', 'Johnson', 'was', 'seen', 'as', 'larger', 'threat']",When were How did Vaudreuil react when Johnson was seen as larger threat,"['How', 'did', 'Vaudreuil', 'react', 'when', 'Johnson', 'was', 'seen', 'as', 'larger', 'threat']","['When', 'were', 'How', 'did', 'Vaudreuil', 'react', 'when', 'Johnson', 'was', 'seen', 'as', 'larger', 'threat']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How did their lawyer suggest they would plea,What did no rather how did their lawyer suggest they would plea,"['What', 'did', 'no', 'rather', 'how', 'did', 'their', 'lawyer', 'suggest', 'they', 'would', 'plea']","['How', 'did', 'their', 'lawyer', 'suggest', 'they', 'would', 'plea']",What are two How did their lawyer suggest they would plea,"['How', 'did', 'their', 'lawyer', 'suggest', 'they', 'would', 'plea']","['What', 'are', 'two', 'How', 'did', 'their', 'lawyer', 'suggest', 'they', 'would', 'plea']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What did SP recommend to somewhat remedy the wealth gap,How much or  what did SP recommend to somewhat remedy the wealth gap,"['How', 'much', 'or', 'what', 'did', 'SP', 'recommend', 'to', 'somewhat', 'remedy', 'the', 'wealth', 'gap']","['What', 'did', 'SP', 'recommend', 'to', 'somewhat', 'remedy', 'the', 'wealth', 'gap']",How many bits are often What did SP recommend to somewhat remedy the wealth gap,"['What', 'did', 'SP', 'recommend', 'to', 'somewhat', 'remedy', 'the', 'wealth', 'gap']","['How', 'many', 'bits', 'are', 'often', 'What', 'did', 'SP', 'recommend', 'to', 'somewhat', 'remedy', 'the', 'wealth', 'gap']","['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
In what sector are jobs beginning to increase,jobs beginning to decrease no wait increase In what sector,"['jobs', 'beginning', 'to', 'decrease', 'no', 'wait', 'increase', 'In', 'what', 'sector']","['In', 'what', 'sector', 'are', 'jobs', 'beginning', 'to', 'increase']",Why was In what sector are jobs beginning to increase,"['In', 'what', 'sector', 'are', 'jobs', 'beginning', 'to', 'increase']","['Why', 'was', 'In', 'what', 'sector', 'are', 'jobs', 'beginning', 'to', 'increase']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Why are researchers struggling to identify the history of the plague,students no i mean researchers are struggling to identify the history of the plague why,"['students', 'no', 'i', 'mean', 'researchers', 'are', 'struggling', 'to', 'identify', 'the', 'history', 'of', 'the', 'plague', 'why']","['Why', 'are', 'researchers', 'struggling', 'to', 'identify', 'the', 'history', 'of', 'the', 'plague']",Where did Why are researchers struggling to identify the history of the plague,"['Why', 'are', 'researchers', 'struggling', 'to', 'identify', 'the', 'history', 'of', 'the', 'plague']","['Where', 'did', 'Why', 'are', 'researchers', 'struggling', 'to', 'identify', 'the', 'history', 'of', 'the', 'plague']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What water runs out of the sea and out of the former marine bay,What water runs out of the sea and out of the former channel no marine bay,"['What', 'water', 'runs', 'out', 'of', 'the', 'sea', 'and', 'out', 'of', 'the', 'former', 'channel', 'no', 'marine', 'bay']","['What', 'water', 'runs', 'out', 'of', 'the', 'sea', 'and', 'out', 'of', 'the', 'former', 'marine', 'bay']",How could human inequality be addressed without resulting What water runs out of the sea and out of the former marine bay,"['What', 'water', 'runs', 'out', 'of', 'the', 'sea', 'and', 'out', 'of', 'the', 'former', 'marine', 'bay']","['How', 'could', 'human', 'inequality', 'be', 'addressed', 'without', 'resulting', 'What', 'water', 'runs', 'out', 'of', 'the', 'sea', 'and', 'out', 'of', 'the', 'former', 'marine', 'bay']","['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
When did the Gany army enter Rhineland,When did the Treaty of Versailles no the Gany army enter Rhineland,"['When', 'did', 'the', 'Treaty', 'of', 'Versailles', 'no', 'the', 'Gany', 'army', 'enter', 'Rhineland']","['When', 'did', 'the', 'Gany', 'army', 'enter', 'Rhineland']",In what year When did the Gany army enter Rhineland,"['When', 'did', 'the', 'Gany', 'army', 'enter', 'Rhineland']","['In', 'what', 'year', 'When', 'did', 'the', 'Gany', 'army', 'enter', 'Rhineland']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What process do moderate and reformist Islamists work within the boundaries of,What process do radical no I mean moderate and reformist Islamists work within the boundaries of,"['What', 'process', 'do', 'radical', 'no', 'I', 'mean', 'moderate', 'and', 'reformist', 'Islamists', 'work', 'within', 'the', 'boundaries', 'of']","['What', 'process', 'do', 'moderate', 'and', 'reformist', 'Islamists', 'work', 'within', 'the', 'boundaries', 'of']",When was alNimeiry What process do moderate and reformist Islamists work within the boundaries of,"['What', 'process', 'do', 'moderate', 'and', 'reformist', 'Islamists', 'work', 'within', 'the', 'boundaries', 'of']","['When', 'was', 'alNimeiry', 'What', 'process', 'do', 'moderate', 'and', 'reformist', 'Islamists', 'work', 'within', 'the', 'boundaries', 'of']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What formation has an asymmetrical pattern of different terraces,What landmark  formation actually has an asymmetrical pattern of different terraces,"['What', 'landmark', 'formation', 'actually', 'has', 'an', 'asymmetrical', 'pattern', 'of', 'different', 'terraces']","['What', 'formation', 'has', 'an', 'asymmetrical', 'pattern', 'of', 'different', 'terraces']",Which is older the British Empire What formation has an asymmetrical pattern of different terraces,"['What', 'formation', 'has', 'an', 'asymmetrical', 'pattern', 'of', 'different', 'terraces']","['Which', 'is', 'older', 'the', 'British', 'Empire', 'What', 'formation', 'has', 'an', 'asymmetrical', 'pattern', 'of', 'different', 'terraces']","['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
According to the humoral theory of immunity what were the bodies immune agents,According to Elie Metchnikoff or rather the humoral theory of immunity what were the bodies immune agents,"['According', 'to', 'Elie', 'Metchnikoff', 'or', 'rather', 'the', 'humoral', 'theory', 'of', 'immunity', 'what', 'were', 'the', 'bodies', 'immune', 'agents']","['According', 'to', 'the', 'humoral', 'theory', 'of', 'immunity', 'what', 'were', 'the', 'bodies', 'immune', 'agents']",When did Washington reach According to the humoral theory of immunity what were the bodies immune agents,"['According', 'to', 'the', 'humoral', 'theory', 'of', 'immunity', 'what', 'were', 'the', 'bodies', 'immune', 'agents']","['When', 'did', 'Washington', 'reach', 'According', 'to', 'the', 'humoral', 'theory', 'of', 'immunity', 'what', 'were', 'the', 'bodies', 'immune', 'agents']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
